Frequency,M,Station,On,Off,Language,Site,TX_Country,Days,Target,Notes,Pwr,Azi,Org_Country,Source,Date
6510000,AM,XSQ Guangzhou R.,1300,1305,Mandarin,Guangzhou XSQ,China,smtwtfs,FE ,gx,,,China,EiBi,
6510000,AM,XSQ Guangzhou R.,1500,1510,Mandarin,Guangzhou XSQ,China,smtwtfs,FE ,gx,,,China,EiBi,
6510000,AM,XSQ Guangzhou R.,1910,1920,Mandarin,Guangzhou XSQ,China,smtwtfs,FE ,gx,,,China,EiBi,
6510000,AM,XSQ Guangzhou R.,2010,2020,Mandarin,Guangzhou XSQ,China,smtwtfs,FE ,gx,,,China,EiBi,
6510000,AM,XSQ Guangzhou R.,2110,2120,Mandarin,Guangzhou XSQ,China,smtwtfs,FE ,gx,,,China,EiBi,
6510000,AM,XSQ Guangzhou R.,2210,2220,Mandarin,Guangzhou XSQ,China,smtwtfs,FE ,gx,,,China,EiBi,
6516000,USB,Romaradio IAR,0,2400,Italian,Roma,Italy,smtwtfs,SEu,r,,,Italy,EiBi,
6518000,AM,V.the People,500,2305,Korean,"Goyang,Gyeonggi-do","Korea, Rep.",smtwtfs,KRE,/KOR-g,,,Clandestine,EiBi,
6518000,AM,N.Korean Jamming,525,2330,Noise jamming,Kujang,"Korea, DPR",smtwtfs,,NKJamming//6600,250,,,Aoki,
6518000,AM,V.the People,528,2332,Korean,Kyonggi-do Koyang,S.Korea,smtwtfs,,"VOP b15//3480,3912,4450",50,ND,,Aoki,
6518800,USB,Punta Carretas Radio Wx,3,13,Spanish,Punta Carretas,Uruguay,smtwtfs,URG,pc,,,Uruguay,EiBi,
6518800,USB,Punta Carretas Radio Wx,1403,1413,Spanish,Punta Carretas,Uruguay,smtwtfs,URG,pc,,,Uruguay,EiBi,
6518800,USB,Punta Carretas Radio Wx,2103,2113,Spanish,Punta Carretas,Uruguay,smtwtfs,URG,pc,,,Uruguay,EiBi,
6519000,USB,WLO Mobile Radio,0,45,English,"Mobile, AL (WLO)",USA,smtwtfs,Car,mo,,,USA,EiBi,
6519000,USB,WLO Mobile Radio,400,445,English,"Mobile, AL (WLO)",USA,smtwtfs,Car,mo,,,USA,EiBi,
6519000,USB,WLO Mobile Radio,600,645,English,"Mobile, AL (WLO)",USA,smtwtfs,Car,mo,,,USA,EiBi,
6519000,USB,WLO Mobile Radio,1200,1245,English,"Mobile, AL (WLO)",USA,smtwtfs,Car,mo,,,USA,EiBi,
6519000,USB,WLO Mobile Radio,1600,1645,English,"Mobile, AL (WLO)",USA,smtwtfs,Car,mo,,,USA,EiBi,
6519000,USB,WLO Mobile Radio,1800,1845,English,"Mobile, AL (WLO)",USA,smtwtfs,Car,mo,,,USA,EiBi,
6522000,USB,OYR Aasiaat Radio,5,15,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,35,45,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,335,345,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,635,645,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,905,915,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,935,945,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,1235,1245,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,1405,1415,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,1535,1545,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,1835,1845,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,1905,1915,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6522000,USB,OYR Aasiaat Radio,2135,2145,English,Aasiaat,Greenland,smtwtfs,GRL,aa,,,Greenland,EiBi,
6532000,USB,San Francisco Radio CWP,0,2400,English,Barrigada,Guam,smtwtfs,WOc,/GUM-b,,,USA,EiBi,
6532000,USB,San Francisco Radio CWP,0,2400,English,Molokai,Hawaii,smtwtfs,WOc,/HWA-m,,,USA,EiBi,
6537000,AM,La Voz del Campesino,700,1300,Spanish,Sipe Sipe,Bolivia,smtwtfs,,VCamp,.25,ND,,Aoki,
6537000,AM,La Voz del Campesino,2100,300,Spanish,Sipe Sipe,Bolivia,smtwtfs,,VCamp,.25,ND,,Aoki,
6556000,USB,Dhaka Radio,0,2400,English,Dhaka-Kabirpur,Bangladesh,smtwtfs,SAs,,,,Bangladesh,EiBi,
6556000,USB,Jakarta Radio,0,2400,English,INS,Indonesia,smtwtfs,SEA,,,,Indonesia,EiBi,
6556000,USB,Kolkata Radio,0,2400,English,IND,India,smtwtfs,SAs,,,,India,EiBi,
6556000,USB,Yangon Radio,0,2400,English,BRM,Burma,smtwtfs,SEA,,,,Burma,EiBi,
6577000,USB,New York Radio CAR-A,0,2400,English,,USA,smtwtfs,Car,,,,USA,EiBi,
6577000,USB,Piarco Radio CAR-B,0,2400,English,TRD,Trinidad,smtwtfs,Car,,,,Trinidad and Tobago,EiBi,
6585000,AM,R.Nueva Esperanza,800,200,Spanish/Aymara,El Alto,Bolivia,smtwtfs,,NvEsp,0.3,ND,,Aoki,
6586000,USB,New York Radio CAR-B,0,2400,English,,USA,smtwtfs,Car,,,,USA,EiBi,
6600000,AM,V.the People,500,2305,Korean,"Goyang,Gyeonggi-do","Korea, Rep.",smtwtfs,KRE,/KOR-g,,,Clandestine,EiBi,
6600000,AM,N.Korean Jamming,525,2330,Noise jamming,Kujang,"Korea, DPR",smtwtfs,,NKJamming//6518,250,,,Aoki,
6600000,AM,V.the People,528,2332,Korean,Kyonggi-do Koyang,S.Korea,smtwtfs,,"VOP b15//3480,3912,4557",50,ND,,Aoki,
6604000,USB,"Gander Volmet x20,x50",0,2400,English,Gander NL,Canada,smtwtfs,NAm,g,,,Canada,EiBi,
6604000,USB,"New York Volmet x00,x30",0,2400,English,"Barnegat, NJ",USA,smtwtfs,NAm,bg,,,USA,EiBi,
6617000,USB,"Rostov Volmet x25,55",0,2400,Russian,"Rostov Volmet, Rostov-na-Donu",Russia,smtwtfs,CIS,rv,,,Russian Fed.,EiBi,
6617000,USB,"StPeterbg Volmet x05,35",0,2400,Russian,St.Petersburg Volmet,Russia,smtwtfs,CIS,pv,,,Russian Fed.,EiBi,
6622000,USB,Gander Radio F,0,2400,English,Gander NL,Canada,smtwtfs,NAO,g,,,Canada,EiBi,
6622000,USB,Shanwick Radio F,0,2400,English,Shannon,Ireland,smtwtfs,NAO,s,,,Ireland,EiBi,
6628000,USB,New York Radio E,0,2400,English,,USA,smtwtfs,NAO,,,,USA,EiBi,
6628000,USB,Santa Maria Radio E,0,2400,English,AZR,Azores,smtwtfs,NAO,,,,Azores,EiBi,
6640000,USB,New York Radio LDOC,0,2400,English,,USA,smtwtfs,NAO,,,,USA,EiBi,
6640000,USB,San Francisco R. LDOC,0,2400,English,,USA,smtwtfs,EOc,,,,USA,EiBi,
6655000,USB,San Francisco Radio NP1,0,2400,English,Barrow,Alaska,smtwtfs,NOc,/ALS-ba,,,USA,EiBi,
6655000,USB,San Francisco Radio NP1,0,2400,English,Molokai,Hawaii,smtwtfs,NOc,/HWA-m,,,USA,EiBi,
6655000,USB,San Francisco Radio NP2,0,2400,English,Molokai,Hawaii,smtwtfs,NOc,/HWA-m,,,USA,EiBi,
6661000,USB,Mumbai Radio,0,2400,English,IND,India,smtwtfs,SAs,,,,India,EiBi,
6667000,USB,Santa Maria Radio H,0,2400,English,AZR,Azores,smtwtfs,NAO,,,,Azores,EiBi,
6673000,USB,San Francisco Radio 3,0,2400,English,"Dixon, CA",USA,smtwtfs,EOc,dx,,,USA,EiBi,
6676000,USB,"Australia Volmet x00,30",0,2400,English,Ningi QL,Australia,smtwtfs,Oc ,n,,,Australia,EiBi,
6676000,USB,"Bangkok Volmet x10,x40",0,2400,English,Bangkok,Thailand,smtwtfs,SAs,bv,,,Thailand,EiBi,
6676000,USB,"Karachi Volmet x15,x45",0,2400,English,Karachi Volmet,Pakistan,smtwtfs,SAs,kv,,,Pakistan,EiBi,
6676000,USB,"Mumbai Volmet x25,x55",0,2400,English,Mumbai Volmet,India,smtwtfs,SAs,mv,,,India,EiBi,
6676000,USB,"Kolkata Volmet x05,x35",305,1240,English,Kolkata Volmet,India,smtwtfs,SAs,kv,,,India,EiBi,
6676000,USB,"Singpore Volmet x20,x50",1250,2225,English,Singapore Volmet,Singapore,smtwtfs,SAs,v,,,Singapore,EiBi,
6679000,USB,"Auckland Volmet x20,x50",0,2400,English,Auckland (Wiroa Island),New Zealand,smtwtfs,FE ,a,,,New Zealand,EiBi,
6679000,USB,"Hongkong Volmet x15,x45",0,2400,English,Hongkong Airport,China-Hong Kong,smtwtfs,FE ,a,,,Hong Kong,EiBi,
6679000,USB,"Honolulu Volmet x25,x55",0,2400,English,Honolulu/Iroquois Point,Hawaii,smtwtfs,Oc ,ho,,,Hawaii,EiBi,
6679000,USB,"Tokyo Volmet x10,x40",0,2400,English,"Tokyo Volmet,Kagoshima BC Stn",Japan,smtwtfs,FE ,tv,,,Japan,EiBi,
6685000,USB,Russian Air Force,0,2400,Russian,Unknown site(s),Russia,smtwtfs,RUS,xx,,,Russian Fed.,EiBi,
6693000,USB,"Novosibir Volmet x10,40",0,2400,Russian,Novosibirsk sites,Russia,smtwtfs,CIS,nv,,,Russian Fed.,EiBi,
6693000,USB,"Samara Volmet x15,45",0,2400,Russian,Samara sites,Russia,smtwtfs,CIS,sv,,,Russian Fed.,EiBi,
6693000,USB,"Syktyvkar Volmet x00,30",0,2400,Russian,Syktyvkar,Russia,smtwtfs,CIS,sy,,,Russian Fed.,EiBi,
6730000,USB,"Aktubinsk Volmet x05,35",0,2400,Russian,Aktyubinsk/Aktöbe,Kazakhstan,smtwtfs,CAs,ak,,,Kazakhstan,EiBi,
6730000,USB,"Almaty Volmet x10,x40",0,2400,Russian,Almaty Volmet,Kazakhstan,smtwtfs,CAs,av,,,Kazakhstan,EiBi,
6730000,AM,CNR1 Jammer,0,2400,Mandarin,,China,smtwtfs,CHN,,,,China,EiBi,
6730000,USB,"Tashkent Volmet x20,x50",0,2400,Russian,Tashkent Airport,Uzbekistan,smtwtfs,CAs,a,,,Uzbekistan,EiBi,
6730000,AM,SOH Xi Wang Zhi Sheng,700,100,Chinese,?,Taiwan,smtwtfs,,SOH b15,0.1,ND,,Aoki,
6730000,AM,Sound of Hope,1100,1400,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,1400,1500,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,SOH Xi Wang Zhi Sheng,1500,1600,Cantonese,?,Taiwan,smtwtfs,,SOH b15,0.1,ND,,Aoki,
6730000,AM,Sound of Hope,1500,1600,Cantonese, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,1600,1700,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,1700,1800,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,1800,2030,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,2030,2130,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,2130,2300,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6730000,AM,Sound of Hope,2300,1100,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6739000,USB,US Air Force Messages,0,2400,English,,USA,smtwtfs,NAm,,,,USA,EiBi,
6750000,USB,Shandong Maritime Meteo,20,25,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
6750000,USB,Shandong Maritime Meteo,920,925,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
6754000,USB,Trenton Volmet,2300,1100,English,Trenton,Canada,smtwtfs,NAm,tr,,,Canada,EiBi,
6765000,AM,Bangkok Meterolog.R.,0,200,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,300,500,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,600,800,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,900,1100,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,1200,1400,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,1500,1700,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,1800,2000,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6765000,AM,Bangkok Meterolog.R.,2100,2300,English/Thai,Bangkok,Thailand,smtwtfs,SEA,bv,,,Thailand,EiBi,
6770000,AM,Old Time Radio pirate,0,2400,English,Unknown,USA,smtwtfs,0,random times,0,0,USA,var,
6770000,USB,S06 Russian Spy Numbers,810,820,Russian,Unknown site(s),Russia,.....f.,RUS,xx,,,Russian Fed.,EiBi,
6778000,USB,S06 Russian Spy Numbers,820,830,Russian,Unknown site(s),Russia,...w...,FE ,xx,,,Russian Fed.,EiBi,
6809000,USB,Channel Marker V,0,2400,CW,Tashkent,Uzbekistan,smtwtfs,CAs,,,,Uzbekistan,EiBi,
6825000,USB,FAV22 Morse Training,655,725,?,Favières FAV,France,s......,Eu ,v,,,France,EiBi,
6825000,USB,FAV22 Morse Training,815,850,?,Favières FAV,France,s......,Eu ,v,,,France,EiBi,
6825000,USB,FAV22 Morse Training,830,900,?,Favières FAV,France,.mtwtfs,Eu ,v,,,France,EiBi,
6825000,USB,FAV22 Morse Training,1130,1200,?,Favières FAV,France,.mtwtfs,Eu ,v,,,France,EiBi,
6834000,FAX,GYA Northwood Meteo Fax,106,200,?,Northwood,UK,smtwtfs,ME ,nw,,,UK,EiBi,
6834000,FAX,GYA Northwood Meteo Fax,306,800,?,Northwood,UK,smtwtfs,ME ,nw,,,UK,EiBi,
6834000,FAX,GYA Northwood Meteo Fax,1800,2400,?,Northwood,UK,smtwtfs,ME ,nw,,,UK,EiBi,
6845000,USB,S06 Russian Spy Numbers,1500,1510,Russian,Unknown site(s),Russia,..t....,RUS,xx,,,Russian Fed.,EiBi,
6875000,AM,WWCR,1000,1200,0,Nashville TN,USA,smtwtfs,"4,9,27,37-39                  ",,100,46 ,0,FCC,
6875000,AM,WWCR,1000,1200,English,Nashville TN,USA,smtwtfs,"4,9,27,37-39",,100,46 ,USA,HFCC,
6875000,AM,WWCR,2100,200,0,Nashville TN,USA,smtwtfs,"4,9,27,37-39                  ",,100,46 ,0,FCC,
6875000,AM,WWCR,2100,200,English,Nashville TN,USA,smtwtfs,"4,9,27,37-39",,100,46 ,USA,HFCC,
6900000,AM,CNR1 Jammer,0,2400,Mandarin,,China,smtwtfs,CHN,,,,China,EiBi,
6900000,AM,Turkiye Meteorolog.R.,400,850,Turkish,Ankara,Turkey,smtwtfs,,TMR,5,ND,,Aoki,
6900000,AM,Sound of Hope,1100,1400,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Turkiye Meteorolog.R.,1100,1545,Turkish,Ankara,Turkey,smtwtfs,,TMR,5,ND,,Aoki,
6900000,AM,Sound of Hope,1400,1500,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,1500,1600,Cantonese, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,1600,1700,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,1700,1800,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,1800,2030,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,2030,2130,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,2130,2300,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900000,AM,Sound of Hope,2300,1100,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
6900035,AM,SOH Xi Wang Zhi Sheng,1500,1600,Cantonese,?,Taiwan,smtwtfs,,SOH b15,0.1,ND,,Aoki,
6900035,AM,SOH Xi Wang Zhi Sheng,1600,1500,Chinese,?,Taiwan,smtwtfs,,SOH b15,0.1,ND,,Aoki,
6915100,FAX,VCO Sydney Meteo Fax,1121,1200,?,Sambro NS,Canada,smtwtfs,ENA,sm,,,Canada,EiBi,
6915100,FAX,VCO Sydney Meteo Fax,1741,1800,?,Sambro NS,Canada,smtwtfs,ENA,sm,,,Canada,EiBi,
6917500,USB,Channel Marker L,0,2400,CW,St.Petersburg Mil.Base,Russia,smtwtfs,RUS,pt,,,Russian Fed.,EiBi,
6923000,USB,E11 Polish Spy Numbers,1710,1720,English,"Puchaly, in Falenty",Poland,.m...f.,   ,p,,,Poland,EiBi,
6925000,AM,PIRATES,0,2400,Eng / other,Unknown,Europe,smtwtfs,0,0,0,0,,var,
6925000,AM,PIRATES,0,2400,Eng / other,Unknown,USA,smtwtfs,0,0,0,0,,var,
6925000,AM,RCW Compañía Worldwide,1800,2300,Spanish,Santiago(Calera de Tango),Chile,s....fs,CHL,,,,Chile,EiBi,
6928000,USB,Channel Marker V,0,2400,CW,Tashkent,Uzbekistan,smtwtfs,CAs,,,,Uzbekistan,EiBi,
6940000,USB,E11 Polish Spy Numbers,820,830,English,"Puchaly, in Falenty",Poland,.m..t..,   ,p,,,Poland,EiBi,
6943000,USB,S06 Russian Spy Numbers,1600,1605,Russian,Unknown site(s),Russia,......s,RUS,xx,,,Russian Fed.,EiBi,
6980000,AM,Laser Hot Hits,0,2400,English,?,Ireland,smtwtfs,,,,,,Aoki,
6990000,AM,R.Voronezh,1200,1500,Russian,?,Russia,smtwtfs,,,1,ND,,Aoki,
6997000,USB,Yuzhno-Sakhalinsk Radio,1900,1910,Russian,,Russ.Fed.,smtwtfs,FE,,,,Russian Fed.,EiBi,
6998000,USB,The Buzzer,0,2400,?,Naro-Fominsk (Moscow),Russ - Eur,smtwtfs,RUS,B2,,,Russian Fed.,EiBi,
7009000,USB,The Squeaky Wheel,500,2000,?,Unknown site(s),Russia,smtwtfs,RUS,xx,,,Russian Fed.,EiBi,
7027500,USB,Channel Marker V,0,2400,CW,Tashkent,Uzbekistan,smtwtfs,CAs,,,,Uzbekistan,EiBi,
7030000,AM,Azad Jammu & Kashmir,245,415,Kashmiri,Islamabad,Pakistan,smtwtfs,,Azad,100,ND,,Aoki,
7030000,AM,Azad Jammu & Kashmir,745,845,Kashmiri,Islamabad,Pakistan,smtwtfs,,Azad,100,ND,,Aoki,
7030000,AM,Azad Jammu & Kashmir,1300,1430,Kashmiri,Islamabad,Pakistan,smtwtfs,,Azad Jan.15,100,ND,,Aoki,
7037200,USB,Channel Marker D,0,2400,CW,Sevastopol,Russ - Eur,smtwtfs,EEu,se,,,Russian Fed.,EiBi,
7038700,USB,Channel Marker D,0,2400,CW,Sevastopol,Russ - Eur,smtwtfs,EEu,se,,,Russian Fed.,EiBi,
7038800,USB,Channel Marker P,0,2400,CW,Kaliningrad Mil.Base,Russ - Kaliningrad,smtwtfs,RUS,kl,,,Russian Fed.,EiBi,
7038900,USB,Channel Marker S,0,2400,CW,Severomorsk/Arkhangelsk Mil.Base,Russia,smtwtfs,RUS,sm,,,Russian Fed.,EiBi,
7039000,USB,Channel Marker C,0,2400,CW,Moscow,Russ - Eur,smtwtfs,RUS,m,,,Russian Fed.,EiBi,
7039100,USB,Channel Marker A,0,2400,CW,Astrakhan Mil.Base,Russ.Fed.,smtwtfs,RUS,as,,,Russian Fed.,EiBi,
7039200,USB,Channel Marker F,0,2400,CW,Vladivostok Mil.Base,Russia,smtwtfs,FE ,vl,,,Russian Fed.,EiBi,
7039300,USB,Channel Marker K,0,2400,CW,Astrakhan Mil.Base,Russ.Fed.,smtwtfs,FE ,as,,,Russian Fed.,EiBi,
7039400,USB,Channel Marker M,0,2400,CW,Magadan Mil.Base,Russ - As,smtwtfs,FE ,mg,,,Russian Fed.,EiBi,
7039400,AM,OK0EPB Pendulum,0,2400,Time Signal,Praha,Czech Rep.,smtwtfs,Eu ,p,,,Czech Rep.,EiBi,
7120000,AM,R.Hargeisa,330,530,Somali,Hargeisa,Somaliland,smtwtfs,EAf,h,,,Somalia,EiBi,
7120000,AM,R.Hargeisa,330,630,Somali,Hargeisa,Somalia,smtwtfs,,VOSomaliland,100,ND,,Aoki,
7120000,AM,R.Hargeisa,1245,1320,Somali,Hargeisa,Somaliland,smtwtfs,EAf,h,,,Somalia,EiBi,
7120000,AM,R.Hargeisa,1245,1400,Somali,Hargeisa,Somalia,smtwtfs,,VOSomaliland,100,ND,,Aoki,
7120000,AM,R.Hargeisa,1320,1340,English,Hargeisa,Somaliland,smtwtfs,EAf,h,,,Somalia,EiBi,
7120000,AM,R.Hargeisa,1340,1400,Somali,Hargeisa,Somaliland,smtwtfs,EAf,h,,,Somalia,EiBi,
7120000,AM,R.Hargeisa,1500,1900,Somali,Hargeisa,Somalia,smtwtfs,,VOSomaliland,100,ND,,Aoki,
7120000,AM,R.Hargeisa,1500,1902,Somali,Hargeisa,Somaliland,smtwtfs,EAf,h,,,Somalia,EiBi,
7120000,AM,R.Hargeisa,1902,2100,Somali,Hargeisa,Somaliland,Ram,EAf,h,,,Somalia,EiBi,
7125000,USB,S06 Russian Spy Numbers,600,610,Russian,Unknown site(s),Russia,.....f.,RUS,xx,,,Russian Fed.,EiBi,
7150000,USB,S06 Russian Spy Numbers,700,710,Russian,Unknown site(s),Russia,.....f.,RUS,xx,,,Russian Fed.,EiBi,
7175000,AM,V.Broad Masses 2(Dimtsi Hafash),255,700,Amharic/Afar/Oromo/,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7175000,AM,V.Broad Masses 2(Dimtsi Hafash),930,1100,Amharic/Afar/Oromo/,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7175000,AM,V.Broad Masses 2(Dimtsi Hafash),1100,1800,Amharic/Arabic,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7175000,AM,V.Broad Masses 2(Dimtsi Hafash),1800,1830,Arabic,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7190000,AM,Rep.Yemen Radio,300,1500,Undetermined,Sanaa,Yemen,smtwtfs,39,,100,0  ,Yemen,HFCC,
7196400,AM,VoV Spur from 7210,2145,1700,Vietnamese,"Buon Me Thuot, Daclac",Vietnam - No.,smtwtfs,VTN,b,,,Vietnam,EiBi,
7200000,AM,Myanma R.,30,200,Burmese,Yegu (Yangon/Rangoon),Burma,smtwtfs,SEA,y,,,Burma,EiBi,
7200000,AM,Myanmar R.,30,300,Burmese/dialect/English,Naypyidaw,Burma,smtwtfs,,MRYS,50,356,,Aoki,
7200000,AM,Myanma R.,200,230,English,Yegu (Yangon/Rangoon),Burma,smtwtfs,SEA,y,,,Burma,EiBi,
7200000,AM,V.Broad Masses 1(Dimtsi Hafash),300,1100,Tigrinya/Tigre/Kunana,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7200000,AM,Myanma R.,900,1440,Burmese,Yegu (Yangon/Rangoon),Burma,smtwtfs,SEA,y,,,Burma,EiBi,
7200000,AM,Myanmar R.,930,1500,Burmese/dialect,Yangon,Burma,smtwtfs,,MRYS,50,356,,Aoki,
7200000,AM,CNR1 Jammer,1000,1300,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
7200000,AM,R.Taiwan Int.,1000,1300,Mandarin,Danshui/Tanshui (Taipei prov),Taiwan,smtwtfs,FE ,s,,,Taiwan,EiBi,
7200000,AM,R.Taiwan Intl,1000,1400,Chinese,Tamsui District,Taiwan,smtwtfs,,CBSC b15,100,352,,Aoki,
7200000,AM,V.Broad Masses 1(Dimtsi Hafash),1355,1600,Kunama,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7200000,AM,V.Broad Masses 1(Dimtsi Hafash),1600,1800,Tigrinya,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7200000,AM,V.Broad Masses 1(Dimtsi Hafash),1800,1830,Arabic,Asmara-Selea Daro,Eritrea,smtwtfs,,VBME a15,100,ND,,Aoki,
7200000,AM,Myanmar R.,2200,30,Burmese/dialect,Yangon,Burma,smtwtfs,,MRYS,50,356,,Aoki,
7205000,AM,CNR 13,0,30,Uyghur,Urumqi-Changji (Xinjiang),China,smtwtfs,CHN,uc,,,China,EiBi,
7205000,AM,PBS Xinjiang (CNR13),0,30,Uighur,Urumqi,China,smtwtfs,,XJBS b15,100,230,,Aoki,
7205000,AM,PBS Xinjiang,30,300,Uyghur,Urumqi-Changji (Xinjiang),China,smtwtfs,CHN,uc,,,China,EiBi,
7205000,AM,PBS Xinjiang,30,300,Uighur,Urumqi,China,smtwtfs,,XJBS=13670 b15,100,230,,Aoki,
7205000,AM,R.Rep.of Sudan,255,600,Arabic,Al-Aitahab,Sudan,smtwtfs,EAf,a,,,Sudan,EiBi,
7205000,AM,Sudan Radio,255,600,Arabic,Al Aitahab,Sudan,smtwtfs,,SRTC b15,100,210,,Aoki,
7205000,AM,Sudan Nat.BC Corp,300,1900,Arabic,Al Aitahab,Sudan,smtwtfs,47,,100,210,Sudan,HFCC,
7205000,AM,Amateur Radio Today,800,900,English,Meyerton,S.Africa,s......,SAf,,,,South Africa,EiBi,
7205000,AM,S.Afr.R.League,800,900,English,Meyerton,S.Africa,s......,"57N,53SW",,100,0  ,S.Africa,HFCC,
7205000,AM,S.Afr.R.League,800,900,English,Meyerton,S.Africa,s......,,SARL b15,100,0,,Aoki,
7205000,AM,V.Russia,900,1200,Russian,Vladivostok,Russ - As,smtwtfs,"44,49",,250,230,Russia,HFCC,
7205000,AM,China Radio Intl,1200,1257,Chinese,Kashi-Saibagh 2022,China,smtwtfs,,CRI b15,100,209,,Aoki,
7205000,AM,China Radio Intl,1200,1300,Mandarin,Kashi (Kashgar),China,smtwtfs,SAs,ka,,,China,EiBi,
7205000,AM,CRI,1200,1300,Chinese,Kashi,China,smtwtfs,41NW,,100,209,China,HFCC,
7205000,AM,V.Russia,1200,1300,Russian,Vladivostok,Russ - As,smtwtfs,49,,250,230,Russia,HFCC,
7205000,AM,V.Russia,1200,1500,Russian,Moskva,Russ - Eur,smtwtfs,"29SE,30SW,39,40",,250,159,Russia,HFCC,
7205000,AM,CNR,1227,1800,Uighur,Urumqi,China,smtwtfs,42N,,50,230,China,HFCC,
7205000,AM,PBS Xinjiang,1227,1800,Uighur,Urumqi,China,smtwtfs,,XJBS b15,100,230,,Aoki,
